id,platform,url,title_or_text,source,published,vader_sentiment,scores,llm_sentiment,llm_confidence,llm_summary,saved_at
86020666269cc6718a2bdc200d1345ba89d2f8c344e5e3f3fbe94831c6ae5fb8,newsapi,https://en.antaranews.com/news/387565/indonesian-government-urges-prudent-ai-use-in-public-communication,Indonesian government urges prudent AI use in public communication,Antaranews.com,2025-10-23T05:25:47Z,positive,0.802,,0,,2025-10-24T11:08:14.736363+05:30
2815c4745a34f79e68f8317ae3b7bd308f2b00203d62881200177707cba262a4,newsapi,https://biztoc.com/x/468feec624e0f094,Nokia beats estimates as it scales down venture fund investments,Biztoc.com,2025-10-23T05:25:34Z,positive,0.318,,0,,2025-10-24T11:08:14.739914+05:30
ab612039a37688bf70c45640756a46f0d6de089418b987810fe9493ed47ce8da,newsapi,https://biztoc.com/x/2ad15bf4e2c36d11,"Thales posts 9% higher 9-month sales and orders, keeps targets",Biztoc.com,2025-10-23T05:25:24Z,positive,0.318,,0,,2025-10-24T11:08:14.743705+05:30
8371bc1a24a007d3af5f2e9f7c1cce8ad16514a9dbfd043eb93255d12d820523,newsapi,https://biztoc.com/x/4ba44e2ca93cf5fd,Volvo Car Profit Unexpectedly Rises on Cost-Cutting Plan,Biztoc.com,2025-10-23T05:25:17Z,positive,0.637,,0,,2025-10-24T11:08:14.746730+05:30
e3914bdc4bfee77fb803c7004f81aa2dd0666a3139c59791ce8c34270612ec7a,newsapi,https://biztoc.com/x/8153d5c9de59b578,What Beaten-Down Tech Stock is Cathie Wood Buying Now?,Biztoc.com,2025-11-03T12:15:57Z,positive,0.459,unknown,0,,2025-11-04T17:49:17.106923+05:30
6e706f3c9fc3ba2bb90492ecba5cd36fc91d878e514c0655201ac50830dc14dd,newsapi,https://biztoc.com/x/d89e073cd262d569,My Honest Opinion of the YieldMax MSTR Option Income Strategy ETF,Biztoc.com,2025-11-03T12:15:49Z,negative,-0.103,unknown,0,,2025-11-04T17:49:19.313328+05:30
2f2a294d6393faded9033d64adf4a1229e79f0e200a7f0fe69199bc54696c430,newsapi,https://hip2save.com/deals/walmart-vaseline/,Get $2 Back on Vaseline at Walmart & Keep Your Skin Glowing All Winter!,Hip2save.com,2025-11-03T12:15:46Z,positive,0.894,unknown,0,,2025-11-04T17:49:21.550080+05:30
f4a6b3c6530c8e07b3c61879e958d90bd462e17bee54ae34fcbc6a0812038b76,newsapi,https://biztoc.com/x/940ffc6b82c741c1,Kimberly-Clark to acquire Kenvue in $48.7 billion deal,Biztoc.com,2025-11-03T12:15:40Z,positive,0.941,unknown,0,,2025-11-04T17:49:23.764011+05:30
f2d81bf5a5de0c35e3ee2c059a8380cdb9633603bb6771d5f3059b072bfb4097,newsapi,https://biztoc.com/x/d66c2aa3c0f8fa34,I’m 64 and retired with a healthy $700K nest egg — but I can’t stop checking my account. Am I right to worry?,Biztoc.com,2025-11-03T12:15:33Z,negative,-0.732,unknown,0,,2025-11-04T17:49:28.900268+05:30
8a336b9752ed8423339d2d2beef9a32c279299d12a956487867d8e2c33dfe4a6,newsapi,https://biztoc.com/x/4c4d59fabd6f5358,Beyond Meat delays quarterly earnings report to November 11,Biztoc.com,2025-11-03T12:15:33Z,neutral,0,unknown,0,,2025-11-04T17:49:30.823731+05:30
e1feb01ef7ce247d44c97b4efcb7500de6a240d2e39f98ca77c3c46a5fa05d99,newsapi,https://biztoc.com/x/89b4c1d897b9d14f,German Energy Subsidies to Boost Heavy Industry Expected in 2026,Biztoc.com,2025-11-03T12:15:28Z,positive,0.586,unknown,0,,2025-11-04T17:49:37.050651+05:30
2731db2b0604c482fc6400e3152fff0afae1e92701c81b3f8a45254f59e160bf,newsapi,https://biztoc.com/x/04f998669df1e5af,Analyst Says Microsoft (MSFT) at ‘Intersection’ of Software and AI,Biztoc.com,2025-11-03T12:15:24Z,neutral,0,unknown,0,,2025-11-04T17:49:38.952365+05:30
1c45cfd48fef73064989efa3cfe3388c3faa0ced3abc69089a0326585103e6ac,newsapi,https://www.espn.com/college-football/story/_/id/46784425/college-football-journeyman-qbs-four-players-15-schools,'Wouldn't necessarily say I'm trash': A tale of four journeyman QBs and their 15 schools,ESPN,2025-11-03T12:15:23Z,positive,0.338,unknown,0,,2025-11-04T17:49:41.254174+05:30
d70d09105f27f3edc2ab336a0c528d229940b3ce6522536855e2e2971aaa606c,newsapi,https://biztoc.com/x/84ac72c316c74a23,Czech Billionaire Moves Closer to Government With Coalition Deal,Biztoc.com,2025-11-03T12:15:23Z,neutral,0,unknown,0,,2025-11-04T17:49:43.319148+05:30
bfe621bd2689abf7a5fd058cd4c69c1dec07985bcbae2dcaac9adea21265244b,newsapi,https://biztoc.com/x/6981aabc4c4e1b99,"JPMorgan, Sculptor Lend $565 Million for Solar-Powered Condo Tower in Miami",Biztoc.com,2025-11-03T12:15:22Z,neutral,0,unknown,0,,2025-11-04T17:49:44.810566+05:30
d095abfb4e2c93628f947c42a36d65446223d6785fc12c398ad1269aa584f6ae,newsapi,https://biztoc.com/x/180422954695825b,Stock Market Today: S&P 500 Futures Rise; Bitcoin Prices Fall; Kenvue Stock Rallies — Live Updates,Biztoc.com,2025-11-03T12:15:20Z,neutral,0,unknown,0,,2025-11-04T17:49:48.665021+05:30
f73ee2df3f6496387785cd0ba6cdde9895014869ca8190589c47ba631c2da2b0,newsapi,https://biztoc.com/x/7700d3e19dc52149,Trump’s Military Threat Doesn’t Reflect Reality of Violence in Nigeria,Biztoc.com,2025-11-03T12:15:16Z,negative,-0.818,unknown,0,,2025-11-04T17:49:50.850388+05:30
d67d2db8f06b2a5ff1c45575eb3d2902b6ea48b18f63c737e1b377953e0f94a9,newsapi,https://biztoc.com/x/07883c03270a6007,IREN Secures $9.7bn AI Cloud Contract with Microsoft,Biztoc.com,2025-11-03T12:15:14Z,positive,0.318,unknown,0,,2025-11-04T17:49:52.819065+05:30
beaea321b149371a4c214abed0de9e908ac905a668915eca48cc4d2705d4c210,newsapi,https://biztoc.com/x/5ba62bdb4634b4d4,Iren Surges On $9.7 Billion AI Cloud Services Contract With Microsoft,Biztoc.com,2025-11-03T12:15:14Z,positive,0.459,unknown,0,,2025-11-04T17:49:54.968438+05:30
1201117212bc61deee3d6c7a953b2f8a18dd1ab76522037de38815e7d3d6bb41,newsapi,https://biztoc.com/x/a19000207fd40eb3,Eaton to buy Boyd Thermal for $9.5 billion,Biztoc.com,2025-11-03T12:15:13Z,neutral,0,unknown,0,,2025-11-04T17:49:57.208784+05:30
9127af147479b91e39b2e6c5eeda86969377c2972da839fcbdac986cfc7ffaf7,newsapi,https://biztoc.com/x/653b05842efbe49b,South Korea’s President Lee halts state asset sales amid discount allegations,Biztoc.com,2025-11-03T12:15:11Z,positive,0.361,unknown,0,,2025-11-04T17:49:58.030504+05:30
f95cceb1853f41c66a4b01028a0938c0b841628a291400da5d2d45c366c9d765,newsapi,https://biztoc.com/x/cc0f87a1f3994302,BofA CEO Brian Moynihan to Face Investors With the Worst Returns on Wall Street,Biztoc.com,2025-11-03T12:15:08Z,negative,-0.625,unknown,0,,2025-11-04T17:49:59.067779+05:30
74286436dc2b5adf5e13f450255f348fe4e0716b16a61932ef0d9942ad4ef8d8,newsapi,https://biztoc.com/x/479b470099043df7,Are Wall Street Analysts Predicting Merck & Co. Stock Will Climb or Sink?,Biztoc.com,2025-11-03T12:15:04Z,neutral,0,unknown,0,,2025-11-04T17:49:59.915727+05:30
dd69c215cccd70eda6338224dafd8f379741879e82937cd029ff31327f659758,newsapi,https://biztoc.com/x/4817b0b2153a693d,"Surprise Swiss inflation dip not enough to warrant central bank action, analysts say",Biztoc.com,2025-11-03T12:15:02Z,positive,0.273,unknown,0,,2025-11-04T17:50:00.723037+05:30
5e6e99f63c732b99346967e1a51b61cdf6d4e28b4a3f612dbe53dc5820924317,newsapi,https://biztoc.com/x/224ac0fa5f2198b8,Surging Power Costs Are Putting the Squeeze on Customers - WSJ,Biztoc.com,2025-11-03T12:15:02Z,neutral,0,unknown,0,,2025-11-04T17:50:01.553205+05:30
72d4e2751e5ce063da0508eccb50bf5d960b2a5c04d437a1aa68a0b783690d73,newsapi,https://www.coindesk.com/daybook-us/2025/11/03/bitcoin-drop-may-be-warning-for-stocks-crypto-daybook-americas,Bitcoin Drop May Be Warning for Stocks: Crypto Daybook Americas,CoinDesk,2025-11-03T12:15:00Z,negative,-0.743,unknown,0,,2025-11-04T17:50:02.367539+05:30
1a249f541a337d93202f5d8f79e45b04fd24ed79b3699456fac2e95734edb080,newsapi,https://biztoc.com/x/e4a856298c908fbf,BioNTech Raises Sales Outlook on Boost from Bristol Payments,Biztoc.com,2025-11-03T12:14:56Z,positive,0.402,unknown,0,,2025-11-04T17:50:03.168311+05:30
e50dd112d6330a5f83f4b3424362f1619f19ff459b5c597e3c51e2e7c684bbb0,newsapi,https://biztoc.com/x/b73bf41f0ebdff21,Microsoft says the US has let it ship the latest Nvidia chips to the UAE for the first time; President Trump agreed to a deal with UAE President MBZ in May,Biztoc.com,2025-11-03T12:14:53Z,positive,0.273,unknown,0,,2025-11-04T17:50:03.962805+05:30
e306bb69ebcf2c2a0d4192d628aec9b89b3aa13fea7b5c069de039fd5d7e782c,newsapi,https://biztoc.com/x/e62dbd6e1479f948,Hedge fund Dymon Asia’s 2025 returns hit 15%,Biztoc.com,2025-11-03T12:14:51Z,neutral,0,unknown,0,,2025-11-04T17:50:04.954189+05:30
a3327b72f54cd14efde421b7d4eca4b8278f14edc8276ed79a60aa076e8971ad,newsapi,https://finance.yahoo.com/news/germanys-zf-plans-furlough-workers-121147798.html,German auto parts sector rushes to get China exemptions for Nexperia chip exports,Yahoo Entertainment,2025-11-03T12:11:47Z,positive,0.421,unknown,0,,2025-11-04T17:50:05.919794+05:30
4309d7b95ed0ad49541cfa9644219401312478f7c058bc43f35fd2edeade51b0,newsapi,https://adactio.com/journal/22228,Bóthar,Adactio.com,2025-11-03T12:10:32Z,positive,0.434,unknown,0,,2025-11-04T17:50:06.901239+05:30
dc3dd334b52d3ab43f9c636a2589f9f2f56fad44ca04036f321e9e64b311526d,newsapi,https://www.globenewswire.com/news-release/2025/11/03/3179119/0/en/FERRARI-N-V-PERIODIC-REPORT-ON-THE-BUYBACK-PROGRAM.html,FERRARI N.V.: PERIODIC REPORT ON THE BUYBACK PROGRAM,GlobeNewswire,2025-11-03T12:10:00Z,positive,0.527,unknown,0,,2025-11-04T17:50:07.873499+05:30
42fa30d9fcc4ff51c8625bc7598f5a7f7e12e3d6bf32b20aa7a4a3a72c371d87,newsapi,https://www.globenewswire.com/news-release/2025/11/03/3179121/0/en/Cipher-Mining-Provides-Third-Quarter-2025-Business-Update.html,Cipher Mining Provides Third Quarter 2025 Business Update,GlobeNewswire,2025-11-03T12:10:00Z,positive,0.778,unknown,0,,2025-11-04T17:50:08.915785+05:30
6732776a76c113cc6626d97a98fb3a66e7e0097657e33dc9fe3b02ea614d1a2b,newsapi,https://thefly.com/permalinks/entry.php/id4227805/CWD-CaliberCos-files-to-sell--shares-of-Class-A-common-stock-for-holders,"CaliberCos files to sell 561,747 shares of Class A common stock for holders",Thefly.com,2025-11-03T12:06:55Z,positive,0.791,unknown,0,,2025-11-04T17:50:10.046126+05:30
d1ae6bbcda1751480d1cbd798efa59599c4598f6018de75f2a3299de112f4554,newsapi,https://financialpost.com/globe-newswire/teck-highlights-progress-on-quebrada-blanca-ramp-up-pathway-to-full-potential-and-value-delivery-to-shareholders-from-merger,"Teck Highlights Progress on Quebrada Blanca Ramp up, Pathway to Full Potential, and Value Delivery to Shareholders from Merger",Financial Post,2025-11-03T12:05:44Z,positive,0.79,unknown,0,,2025-11-04T17:50:11.172804+05:30
e184b6933e65658c7a8e4e5c7976cbb324871dfcd9eea53e88e1abd112402527,newsapi,https://www.globenewswire.com/news-release/2025/11/03/3179115/0/en/Vertex-Announces-Third-Quarter-2025-Financial-Results-and-150-Million-Class-A-Common-Stock-Repurchase-Program.html,Vertex Announces Third Quarter 2025 Financial Results and $150 Million Class A Common Stock Repurchase Program,GlobeNewswire,2025-11-03T12:05:00Z,positive,0.34,unknown,0,,2025-11-04T17:50:12.198114+05:30
28148098cedfcd8a0e5f7e9be3440f3da775c421cdbc77cf805d567d635b5653,newsapi,https://freerepublic.com/focus/f-news/4350371/posts,Here’s where big Wall Street firms are moving as NYC looks poised to elect a socialist mayor,Freerepublic.com,2025-11-03T12:04:37Z,positive,0.637,unknown,0,,2025-11-04T17:50:13.322793+05:30
0987fc679cf8c8bf304bfdd60ce0d6cea94f5913b2b3d4c587f408d0690348af,newsapi,https://biztoc.com/x/febea652af7b8760,The Arctic’s Main Carbon Sink Is Increasingly Unstable in a Warming World,Biztoc.com,2025-11-03T12:04:32Z,negative,-0.226,unknown,0,,2025-11-04T17:50:14.449667+05:30
6f7a21e74f898a3e9b0c4ba3c4f6baffd3cfd8492155aeda13ca27186567d7b9,newsapi,http://www.newsbtc.com/analysis/eth/ethereum-bounce-reaches-resistance-105k/,"Ethereum Bounce Reaches Resistance Cluster, Bulls Need Strong Break",newsBTC,2025-11-06T03:08:34Z,positive,0.705,unknown,0,,2025-11-07T09:14:13.176724+05:30
99d6f19537b7195dab1328477647ee68b004620f54a3cfecf159f129ebd6047b,newsapi,https://bitcoinist.com/crypto-firm-dwf-labs-lose-44m-to-north-korean-linked-hackers-report/,Crypto Firm DWF Labs Lose $44M To North Korean-Linked Hackers – Report,Bitcoinist,2025-11-06T03:00:35Z,negative,-0.318,unknown,0,,2025-11-07T09:14:15.835563+05:30
7aa0c973ad524c3d5b957c877ae6ef6d29b3dfd1579e83cf8894a055cfeb292c,newsapi,https://decrypt.co/347537/appeals-court-rejects-lawsuit-alleged-354m-bitcoin-loss,Appeals Court Rejects Prisoner's Lawsuit Over Alleged $354M Bitcoin Loss,Decrypt,2025-11-06T02:57:11Z,negative,-0.896,unknown,0,,2025-11-07T09:14:19.112094+05:30
1208a3fc33a1b6d825b9b7932ccdac89b41394bc56571251be5d7c7c50b080fb,newsapi,https://economictimes.indiatimes.com/news/international/us/us-stock-market-rebounded-sharply-today-what-is-fuelling-dow-sp-and-nasdaq-rise-amd-seagate-micron-and-western-digital-hit-record-highs/articleshow/125121405.cms,"US stock market rebounded sharply today: What is fuelling Dow, S&P, and Nasdaq rise? AMD, Seagate, Micron, and Western Digital hit record highs",The Times of India,2025-11-06T02:51:10Z,positive,0.178,unknown,0,,2025-11-07T09:14:21.986999+05:30
11634ebfc869153d7122309e0d8a65d80c34d6c80812ff6bf5c92b8286d6a057,newsapi,https://biztoc.com/x/2ab79c95e11babf3,"Bitcoin Recovers Amid Trump's Pro-Crypto Remarks: Ethereum, Dogecoin, XRP Also Rise: Analyst Says BTC Risks Falling To $72,000 If It Fails To Do This",Biztoc.com,2025-11-06T02:48:49Z,positive,0.318,unknown,0,,2025-11-07T09:14:24.645973+05:30
1f2441649a39e2a8c7994b6a2848d641a1ecb721997d4cb681c1a3b2790af993,newsapi,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-shaken-by-long-term-holders-dumping-45-billion/articleshow/125121141.cms,Bitcoin shaken by long-term holders dumping $45 billion,The Times of India,2025-11-06T02:33:43Z,positive,0.509,unknown,0,,2025-11-07T09:14:27.509766+05:30
0758b3e22f87101b56c60a78b4484a5f7773a64bac64ceb305660bcf53a55a7f,newsapi,http://www.newsbtc.com/analysis/btc/bitcoin-recovery-lacks-conviction-105k/,"Bitcoin Recovery Lacks Conviction, Market Signals Another Pullback Risk",newsBTC,2025-11-06T02:32:22Z,negative,-0.103,unknown,0,,2025-11-07T09:14:30.793209+05:30
e20095bd047d435d84e18e697f96772b33108a2028ed532e6634f7b70281973d,newsapi,https://biztoc.com/x/fdc6457e38395a15,How Deep Are Bitcoin Traders Hedging After Recent Price Dip Below $100K?,Biztoc.com,2025-11-06T02:26:26Z,neutral,0,unknown,0,,2025-11-07T09:14:35.598589+05:30
f2705c8608252eb3cbe342516a479400461a6241a5229922120cce194c3dc917,newsapi,https://www.coindesk.com/markets/2025/11/06/how-deep-are-bitcoin-traders-hedging-after-recent-price-dip-below-usd100k,How Deep Are Bitcoin Traders Hedging After Recent Price Dip Below $100K?,CoinDesk,2025-11-06T02:20:01Z,negative,-0.542,unknown,0,,2025-11-07T09:14:38.473418+05:30
5d4bc3b922f85b347df85e13873aec408648708c6c8f8dc4700028e0d5441b4c,newsapi,https://bitcoinist.com/bitcoin-accumulation-hits-record-high-despite-fear/,Bitcoin Accumulation Hits Record High Despite Market Fear: 375K BTC Added in 30 Days,Bitcoinist,2025-11-06T02:00:50Z,negative,-0.924,unknown,0,,2025-11-07T09:14:42.664162+05:30
d706be45e67415241eedce5f64e69a99c60ce61adc28e3f49acff71af5241976,newsapi,https://ambcrypto.com/will-bitcoins-largest-etf-withdrawal-since-july-deepen-btcs-crash/,Will Bitcoin’s largest ETF withdrawal since July deepen BTC’s crash?,Ambcrypto.com,2025-11-06T02:00:36Z,positive,0.548,unknown,0,,2025-11-07T09:14:45.223923+05:30
dcb7f98ed8f1da700d4f6f027fe9fe602b53da65bf1d778826a3182f5491e77a,newsapi,https://line25.com/articles/how-to-enjoy-online-casino-online-games-reveal-expert-guide/,How To Enjoy Online Casino Online Games: Reveal Expert Guide,Line25.com,2025-11-06T01:58:43Z,positive,0.796,unknown,0,,2025-11-07T09:14:47.989777+05:30
9f8aebdee26b8934dd31e83bb4d9ad50c8aa98655f83580b85588da59a0baab2,newsapi,https://line25.com/articles/mostbet-cz-casino-oficialni-stranky-prihlaseni-the-sazky-online/,Mostbet Cz Casino Oficiální Stránky Přihlášení The Sázky Online”,Line25.com,2025-11-06T01:49:07Z,negative,-0.273,unknown,0,,2025-11-07T09:14:50.856238+05:30
815dfe9db4fa75eca2fd165cfea12e6d350fc419b0bf27a40a5716e693b12639,newsapi,https://biztoc.com/x/b3dd29f91230a048,"Pony, WeRide Fall in HK Debuts After Dueling Robotaxi Listings",Biztoc.com,2025-11-06T01:42:30Z,negative,-0.128,unknown,0,,2025-11-07T09:14:53.108120+05:30
deb64adf52cd0ad99997541c94a86c153040f24687ae7f608efab6a37fcf4106,newsapi,https://biztoc.com/x/65868beeded6edf9,"Oil flat as weak demand, oil glut weigh on market",Biztoc.com,2025-11-06T01:42:25Z,negative,-0.599,unknown,0,,2025-11-07T09:14:57.103049+05:30
7db08ded25bbb66b86584535764fd9248a3416e636d3f299da5ebf7b04a329ae,newsapi,https://biztoc.com/x/ba3fcd3e004b27fd,"Sources and docs: after Marc Andreessen donated $5M+ to Trump's 2024 campaign, most CFPB probes have stalled, including three into Andreessen-backed companies",Biztoc.com,2025-11-06T01:42:20Z,negative,-0.318,unknown,0,,2025-11-07T09:15:00.072722+05:30
778e1d8b90f8d3f411720d7b3b2d8230e86191dbd1d389a3b469c91fa0a0fa1a,newsapi,https://biztoc.com/x/e6ed14cb7754b38e,JPMorgan CEO Sees Headcount Steady Despite AI: ‘Always Redeploy’,Biztoc.com,2025-11-06T01:31:35Z,negative,-0.128,unknown,0,,2025-11-07T09:15:01.709528+05:30
b64eb1fbf2de8343876b65639236d3f2ffa85e80886afb9a2ce959141912262a,newsapi,https://biztoc.com/x/f5b4131c4afd1450,Nissan Sells Headquarters to Minth Group in $584 Million Deal,Biztoc.com,2025-11-06T01:20:30Z,negative,-0.128,unknown,0,,2025-11-07T09:15:03.143197+05:30
cc2b5721c8dbb6fc8d6afe4f7a042adfc81a76e1680cda849b9f3820e7991752,newsapi,https://biztoc.com/x/764382bc04dfdffe,"OpenAI CFO Sarah Friar says an “IPO is not on the cards right now”, and that OpenAI hopes the US government might backstop the financing of data center deals",Biztoc.com,2025-11-06T01:20:05Z,positive,0.318,unknown,0,,2025-11-07T09:15:04.892447+05:30
6a2b44575eb6d7550a2e67b4a11f2b122b43b489ce22e99b5644ebb5dcbf473e,newsapi,https://biztoc.com/x/07f5182e15d5ca54,"Bitcoin drops below $100,000, filling traders with “an almost biblical level of dread”",Biztoc.com,2025-11-06T01:19:56Z,negative,-0.943,unknown,0,,2025-11-07T09:15:06.522130+05:30
477364b5c80c74ac7e99007f2509e842844cfc6c83daafef336f4b4ac392fc48,newsapi,https://biztoc.com/x/a25e7bbbfce68eea,Nexperia Says It Halted Supply After China Unit Refused to Pay,Biztoc.com,2025-11-06T01:09:13Z,negative,-0.477,unknown,0,,2025-11-07T09:15:08.160769+05:30
0212ff74eba49bebbcc11423be293aa40de30b0bdeb5c693f4d60f3cbb9c641f,newsapi,https://biztoc.com/x/70e6042ab5c5c1be,"Dollar dips from peaks, sterling squeezed ahead of BoE",Biztoc.com,2025-11-06T01:09:11Z,negative,-0.128,unknown,0,,2025-11-07T09:15:09.902063+05:30
5d6088f14c122f96e819e328f5793661d9959dc9fd1b6c57c7dc6e67f9dd1d1a,newsapi,https://biztoc.com/x/cb56c51e9183da56,Take a Drink From This Can-Do Stock. Shares Could Pop 30%,Biztoc.com,2025-11-06T01:09:01Z,positive,0.178,unknown,0,,2025-11-07T09:15:11.044073+05:30
b9e435b0eadad7910b217d369ae122a1fe3fbfb20dbad2d5eb2a4fccebf3cc8b,newsapi,https://biztoc.com/x/8218ce5c81d930d4,Saudis Cut Main Oil Price to Asia as Signs of Caution Emerge,Biztoc.com,2025-11-06T01:08:59Z,negative,-0.382,unknown,0,,2025-11-07T09:15:15.228131+05:30
4f691782cbbf45f55a1e10aeeb4a1606804d0f2f6a6b2599297558f6ae712fb5,newsapi,https://biztoc.com/x/f63282f4cedd444f,Supreme Court’s Trump Tariff Skepticism Means Uncertainty Reigns,Biztoc.com,2025-11-06T01:08:54Z,negative,-0.077,unknown,0,,2025-11-07T09:15:17.172336+05:30
